Item id,Uniqid,Item Url,Web url,Web id
2,484848a1-4b2a-4828-a266-c9a655a68df9,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/events/value-proposition-conference-vpc/1_Uploaded Files/VPC - Ricoh Guatemala - Seguros GT - Aseguradora.pptx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/events/value-proposition-conference-vpc,2496d00d-e419-4183-a6b2-a797b5e9be8e
3,b924c602-8370-4cde-a1c0-64063a0d6fe0,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/events/value-proposition-conference-vpc/1_Uploaded Files/VPC - Ricoh Colombia - Pfizer - Farmaceutico.pptx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/events/value-proposition-conference-vpc,2496d00d-e419-4183-a6b2-a797b5e9be8e
4,f9d39c69-9bb4-4702-bc27-01a8656687da,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/events/value-proposition-conference-vpc/1_Uploaded Files/VPC - Ricoh Argentina - Galicia Seguros - Aseguradora.pptx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/events/value-proposition-conference-vpc,2496d00d-e419-4183-a6b2-a797b5e9be8e
5,65ea02c0-eec7-4a3a-a3b5-a4c79395e4bd,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/events/value-proposition-conference-vpc/1_Uploaded Files/VPC-Ricoh-Panama-Sanofi-RSpace-Edition.pptx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/events/value-proposition-conference-vpc,2496d00d-e419-4183-a6b2-a797b5e9be8e
2,3395ad56-1186-4a36-80f5-29fce1b80351,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/ACTA-DE-REVISIÃ“N-POR-LA-DIRECCIÃ“N-FY2017-RCR.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
3,cc9d26b5-6513-4f27-8afe-59d000e7e089,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RPR_ISMS_RevisiÃ³n_por_la_direcciÃ³n_Agosto_2017_.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
4,4de0526b-07cf-4fb2-b7f9-df1c9431ab47,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/F-SIG-006 Matriz de IdentificaciÃ³n y ValorizaciÃ³n de Aspectos Ambientales V2-RCO-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
5,7c776e74-b414-43d8-8551-40ff3f33f4d6,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Matriz de Requisitos Legales RCO-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
6,ce4d9e10-42da-406a-a690-0330bd2449c7,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/SIPOC Monitoreo RCO-ES.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
7,b3066091-1752-4b7a-b123-c129a0f375ed,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Consolidado-Lecciones-Aprendidas-20170115-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
8,cf5f4483-13ba-45c2-9c06-56781d3099ac,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Consolidado-Lecciones-Aprendidas-20170112-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
9,d1a04b49-696a-4a8c-ab78-6cca4e208db8,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Consolidado-Lecciones-Aprendidas-20170109-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
10,4796e342-f72e-4f91-b667-39649f83685d,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RDO-2da-Revision por la direccion-SGI-ES.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
11,d1e635c2-d8df-421a-b0f2-ccaa4cb333e5,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RPR_Revision_por_la_direccion_ISO_9001_y_14001_Octubre_2016.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
12,6ad20ba9-2396-4496-96f1-eced2844157f,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RPR_ISMS_Revision_por_la_direccion_10_27_2016.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
13,d24c0a07-9b58-4dfa-b711-37230519f6ec,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Consolidado-Lecciones-Aprendidas-20161123-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
14,470fcf73-a0d3-4867-b04a-ad4c32a22fe4,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Consolidado-Lecciones-Aprendidas-20161010-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
15,1c51bee9-d10f-41ab-a0cb-2b9f73d69a60,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Consolidado-Lecciones-Aprendidas-20160920-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
16,742e65f4-c90f-4b02-92ee-d0de6d41b30a,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Monitoreo-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
17,ca904981-7cf7-4fa5-acbb-4eb0ccc3b96e,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/SIPOC-Monitoreo-ES.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
18,c3fac302-95fb-461a-9e0a-6b4ec80f943a,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RPR-Management-Review-ISO-9001-and-14001-Septiembre-2015.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
19,dd19a653-1947-4ade-b7a4-ade81f1ab1b0,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RPR-ISMS-Revision-por-la-direccion-9-3-2015-New-Format.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
20,2dcd1cd4-b86f-4a07-a56d-c46641279ad6,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Reporte-de-10-indicadores-clave-RCR-ES.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
21,8f235218-352d-4715-964a-f39c4987be91,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/Balance-Score-Card-EN.xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
22,4893266d-33d9-4abc-a641-6638a77dd543,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RPE-Revision-por-la-direccion-Ricoh-Peru-ES.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
23,92be6e8d-a2a8-4408-ab15-15433ea111a1,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/F-GG-02  RevisiÃ³n por la Direccion N01 FY16 ES.docx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
24,eb5ed4ac-0b9d-4a99-a04c-d2274bbd40fe,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/ISM audits all Region FY16..xlsx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
25,6166fb56-0e5a-4fee-8e7d-9a83940151fb,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/ACTA DE REVISIÃ“N POR LA DIRECCIÃ“N MARZO 2016.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
26,6a9ed93d-7530-4b91-a2ff-33522999df1b,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RPR-ISMS-RevisiÃ³n-por-la-direcciÃ³n-4-25-2016.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
27,966e2d1c-2620-4226-ad39-71e2f697ee51,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/RPR-Management-Review-ISO-9001-y-14001-25-Abril-2016-spanish.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
28,1c5cdfca-613c-40fd-94a3-44449f94a7bf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/DGR-FI-18-Analisis-de-variaciones-ES.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
29,3d887efc-9ee8-499f-b093-19834b7b5cd5,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/F-GG-33-Revision-por-direccion-ISO27001-ES.docx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
30,0ce7482e-04f0-4a2d-9c18-aca4fa0a3e18,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/F-GG-01Cuadro-Control-de-Requisitos-de-Cliente-ES.xls,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
31,889e1af3-eb99-4c3a-873f-a37f68137434,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/DGR-CO-18-Manejo-de-la-informacion-despues-de-la-venta-ES.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
32,17bb0b8f-be4e-47da-a08b-108d9ecc109f,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/SLP-RLA-010-Rev2-Internal-Audits-EN.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
33,dc533156-3949-4e76-b333-c5c520fce6a6,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/P-GG-02-Revision-por-parte-de-la-direccion-ES.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
34,d987e397-6e1a-4f20-936e-d21c05d0dc52,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo/1_Uploaded Files/P-GG-01-Control-y-Verificacion-de-los-requisitos-del-cliente-ES.pdf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/Monitoreo,17954147-40cd-49d7-8f12-40825100a99b
